Local Part Number,Component Type,Package,Value,Tolerance,Power,Composition,Description,Library Ref,Library Path,Footprint Ref 1,Footprint Path 1,Footprint Ref 2,Footprint Path 2,Footprint Ref 3,Footprint Path 3,Manufacturer 1,Manufacturer Part Number 1,Supplier 1,Supplier Part Number 1,Manufacturer 2,Manufacturer Part Number 2,Supplier 2,Supplier Part Number 2,Manufacturer 3,Manufacturer Part Number 3,Supplier 3,Supplier Part Number 3
RESCRFL-0039,Resistor,PTH-2.3x6mm Axial,1.5K,5%,1/4W,Carbon Film,Resistor 1.5K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT1K50,Digi-key,CF14JT1K50CT-ND,Yageo,CFR-25BJ-52-1K5,Digi-key,1.5KQBK-ND,Stackpole Electronics Inc.,CFF14JT1K50,Digi-key,CFF14JT1K50CT-ND
RESCRFL-0040,Resistor,PTH-2.3x6mm Axial,1.8K,5%,1/4W,Carbon Film,Resistor 1.8K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT1K80,Digi-key,CF14JT1K80CT-ND,Yageo,CFR-25BJ-52-1K8,Digi-key,1.8KQBK-ND,Stackpole Electronics Inc.,CFF14JT1K80,Digi-key,CFF14JT1K80CT-ND
RESCRFL-0041,Resistor,PTH-2.3x6mm Axial,2.2K,5%,1/4W,Carbon Film,Resistor 2.2K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT2K20,Digi-key,CF14JT2K20CT-ND,Yageo,CFR-25BJ-52-2K2,Digi-key,2.2KQBK-ND,Stackpole Electronics Inc.,CFF14JT2K20,Digi-key,CFF14JT2K20CT-ND
RESCRFL-0042,Resistor,PTH-2.3x6mm Axial,2.7K,5%,1/4W,Carbon Film,Resistor 2.7K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT2K70,Digi-key,CF14JT2K70CT-ND,Yageo,CFR-25BJ-52-2K7,Digi-key,2.7KQBK-ND,Stackpole Electronics Inc.,CFF14JT2K70,Digi-key,CFF14JT2K70CT-ND
RESCRFL-0043,Resistor,PTH-2.3x6mm Axial,3.3K,5%,1/4W,Carbon Film,Resistor 3.3K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT3K30,Digi-key,CF14JT3K30CT-ND,Yageo,CFR-25BJ-52-3K3,Digi-key,3.3KQBK-ND,Stackpole Electronics Inc.,CFF14JT3K30,Digi-key,CFF14JT3K30CT-ND
RESCRFL-0044,Resistor,PTH-2.3x6mm Axial,3.9K,5%,1/4W,Carbon Film,Resistor 3.9K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT3K90,Digi-key,CF14JT3K39CT-ND,Yageo,CFR-25BJ-52-3K9,Digi-key,3.9KQBK-ND,Stackpole Electronics Inc.,CFF14JT3K90,Digi-key,CFF14JT3K90CT-ND
RESCRFL-0045,Resistor,PTH-2.3x6mm Axial,4.7K,5%,1/4W,Carbon Film,Resistor 4.7K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT4K70,Digi-key,CF14JT4K70CT-ND,Yageo,CFR-25BJ-52-4K7,Digi-key,4.7KQBK-ND,Stackpole Electronics Inc.,CFF14JT4K70,Digi-key,CFF14JT4K70CT-ND
RESCRFL-0046,Resistor,PTH-2.3x6mm Axial,5.6K,5%,1/4W,Carbon Film,Resistor 5.6K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT5K60,Digi-key,CF14JT5K60CT-ND,Yageo,CFR-25BJ-52-5K6,Digi-key,5.6KQBK-ND,Stackpole Electronics Inc.,CFF14JT5K60,Digi-key,CFF14JT5K60CT-ND
RESCRFL-0047,Resistor,PTH-2.3x6mm Axial,6.8K,5%,1/4W,Carbon Film,Resistor 6.8K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT6K80,Digi-key,CF14JT6K80CT-ND,Yageo,CFR-25BJ-52-6K8,Digi-key,6.8KQBK-ND,Stackpole Electronics Inc.,CFF14JT6K80,Digi-key,CFF14JT6K80CT-ND
RESCRFL-0048,Resistor,PTH-2.3x6mm Axial,8.2K,5%,1/4W,Carbon Film,Resistor 8.2K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT8K20,Digi-key,CF14JT8K20CT-ND,Yageo,CFR-25BJ-52-8K2,Digi-key,8.2KQBK-ND,Stackpole Electronics Inc.,CFF14JT8K20,Digi-key,CFF14JT8K20CT-ND
RESCRFL-0049,Resistor,PTH-2.3x6mm Axial,10K,5%,1/4W,Carbon Film,Resistor 10K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT10K0,Digi-key,CF14JT10K0CT-ND,Yageo,CFR-25BJ-52-10K,Digi-key,10KQBK-ND,Stackpole Electronics Inc.,CFF14JT10K0,Digi-key,CFF14JT10K0CT-ND
RESCRFL-0050,Resistor,PTH-2.3x6mm Axial,12K,5%,1/4W,Carbon Film,Resistor 12K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT12K0,Digi-key,CF14JT12K0CT-ND,Yageo,CFR-25BJ-52-12K,Digi-key,12KQBK-ND,Stackpole Electronics Inc.,CFF14JT12K0,Digi-key,CFF14JT12K0CT-ND
RESCRFL-0051,Resistor,PTH-2.3x6mm Axial,15K,5%,1/4W,Carbon Film,Resistor 15K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT15K0,Digi-key,CF14JT15K0CT-ND,Yageo,CFR-25BJ-52-15K,Digi-key,15KQBK-ND,Stackpole Electronics Inc.,CFF14JT15K0,Digi-key,CFF14JT15K0CT-ND
RESCRFL-0052,Resistor,PTH-2.3x6mm Axial,18K,5%,1/4W,Carbon Film,Resistor 18K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT18K0,Digi-key,CF14JT18K0CT-ND,Yageo,CFR-25BJ-52-18K,Digi-key,18KQBK-ND,Stackpole Electronics Inc.,CFF14JT18K0,Digi-key,CFF14JT18K0CT-ND
RESCRFL-0053,Resistor,PTH-2.3x6mm Axial,22K,5%,1/4W,Carbon Film,Resistor 22K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT22K0,Digi-key,CF14JT22K0CT-ND,Yageo,CFR-25BJ-52-22K,Digi-key,22KQBK-ND,Stackpole Electronics Inc.,CFF14JT22K0,Digi-key,CFF14JT22K0CT-ND
RESCRFL-0054,Resistor,PTH-2.3x6mm Axial,27K,5%,1/4W,Carbon Film,Resistor 27K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT27K0,Digi-key,CF14JT27K0CT-ND,Yageo,CFR-25BJ-52-27K,Digi-key,27KQBK-ND,Stackpole Electronics Inc.,CFF14JT27K0,Digi-key,CFF14JT27K0CT-ND
RESCRFL-0055,Resistor,PTH-2.3x6mm Axial,33K,5%,1/4W,Carbon Film,Resistor 33K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT33K0,Digi-key,CF14JT33K0CT-ND,Yageo,CFR-25BJ-52-33K,Digi-key,33KQBK-ND,Stackpole Electronics Inc.,CFF14JT33K0,Digi-key,CFF14JT33K0CT-ND
RESCRFL-0056,Resistor,PTH-2.3x6mm Axial,39K,5%,1/4W,Carbon Film,Resistor 39K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT39K0,Digi-key,CF14JT39K0CT-ND,Yageo,CFR-25BJ-52-39K,Digi-key,39KQBK-ND,Stackpole Electronics Inc.,CFF14JT39K0,Digi-key,CFF14JT39K0CT-ND
RESCRFL-0057,Resistor,PTH-2.3x6mm Axial,47K,5%,1/4W,Carbon Film,Resistor 47K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT47K0,Digi-key,CF14JT47K0CT-ND,Yageo,CFR-25BJ-52-47K,Digi-key,47KQBK-ND,Stackpole Electronics Inc.,CFF14JT47K0,Digi-key,CFF14JT47K0CT-ND
RESCRFL-0058,Resistor,PTH-2.3x6mm Axial,56K,5%,1/4W,Carbon Film,Resistor 56K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT56K0,Digi-key,CF14JT56K0CT-ND,Yageo,CFR-25BJ-52-56K,Digi-key,56KQBK-ND,Stackpole Electronics Inc.,CFF14JT56K0,Digi-key,CFF14JT56K0CT-ND
RESCRFL-0059,Resistor,PTH-2.3x6mm Axial,68K,5%,1/4W,Carbon Film,Resistor 68K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT68K0,Digi-key,CF14JT68K0CT-ND,Yageo,CFR-25BJ-52-68K,Digi-key,68KQBK-ND,Stackpole Electronics Inc.,CFF14JT68K0,Digi-key,CFF14JT68K0CT-ND
RESCRFL-0060,Resistor,PTH-2.3x6mm Axial,82K,5%,1/4W,Carbon Film,Resistor 82K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT82K0,Digi-key,CF14JT82K0CT-ND,Yageo,CFR-25BJ-52-82K,Digi-key,82KQBK-ND,Stackpole Electronics Inc.,CFF14JT82K0,Digi-key,CFF14JT82K0CT-ND
RESCRFL-0061,Resistor,PTH-2.3x6mm Axial,100K,5%,1/4W,Carbon Film,Resistor 100K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT100K,Digi-key,CF14JT100KCT-ND,Yageo,CFR-25BJ-52-100K,Digi-key,100KQBK-ND,Stackpole Electronics Inc.,CFF14JT100K,Digi-key,CFF14JT100KCT-ND
RESCRFL-0062,Resistor,PTH-2.3x6mm Axial,120K,5%,1/4W,Carbon Film,Resistor 120K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT120K,Digi-key,CF14JT120KCT-ND,Yageo,CFR-25BJ-52-120K,Digi-key,120KQBK-ND,Stackpole Electronics Inc.,CFF14JT120K,Digi-key,CFF14JT120KCT-ND
RESCRFL-0063,Resistor,PTH-2.3x6mm Axial,150K,5%,1/4W,Carbon Film,Resistor 150K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT150K,Digi-key,CF14JT150KCT-ND,Yageo,CFR-25BJ-52-150K,Digi-key,150KQBK-ND,Stackpole Electronics Inc.,CFF14JT150K,Digi-key,CFF14JT150KCT-ND
RESCRFL-0064,Resistor,PTH-2.3x6mm Axial,180K,5%,1/4W,Carbon Film,Resistor 180K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT180K,Digi-key,CF14JT180KCT-ND,Yageo,CFR-25BJ-52-180K,Digi-key,180KQBK-ND,Stackpole Electronics Inc.,CFF14JT180K,Digi-key,CFF14JT180KCT-ND
RESCRFL-0065,Resistor,PTH-2.3x6mm Axial,220K,5%,1/4W,Carbon Film,Resistor 220K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT220K,Digi-key,CF14JT220KCT-ND,Yageo,CFR-25BJ-52-220K,Digi-key,220KQBK-ND,Stackpole Electronics Inc.,CFF14JT220K,Digi-key,CFF14JT220KCT-ND
RESCRFL-0066,Resistor,PTH-2.3x6mm Axial,270K,5%,1/4W,Carbon Film,Resistor 270K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT270K,Digi-key,CF14JT270KCT-ND,Yageo,CFR-25BJ-52-270K,Digi-key,270KQBK-ND,Stackpole Electronics Inc.,CFF14JT270K,Digi-key,CFF14JT270KCT-ND
RESCRFL-0067,Resistor,PTH-2.3x6mm Axial,330K,5%,1/4W,Carbon Film,Resistor 330K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT330K,Digi-key,CF14JT330KCT-ND,Yageo,CFR-25BJ-52-330K,Digi-key,330KQBK-ND,Stackpole Electronics Inc.,CFF14JT330K,Digi-key,CFF14JT330KCT-ND
RESCRFL-0068,Resistor,PTH-2.3x6mm Axial,390K,5%,1/4W,Carbon Film,Resistor 390K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT390K,Digi-key,CF14JT390KCT-ND,Yageo,CFR-25BJ-52-390K,Digi-key,390KQBK-ND,Stackpole Electronics Inc.,CFF14JT390K,Digi-key,CFF14JT390KCT-ND
RESCRFL-0069,Resistor,PTH-2.3x6mm Axial,470K,5%,1/4W,Carbon Film,Resistor 470K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT470K,Digi-key,CF14JT470KCT-ND,Yageo,CFR-25BJ-52-470K,Digi-key,470KQBK-ND,Stackpole Electronics Inc.,CFF14JT470K,Digi-key,CFF14JT470KCT-ND
RESCRFL-0070,Resistor,PTH-2.3x6mm Axial,560K,5%,1/4W,Carbon Film,Resistor 560K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT560K,Digi-key,CF14JT560KCT-ND,Yageo,CFR-25BJ-52-560K,Digi-key,560KQBK-ND,Stackpole Electronics Inc.,CFF14JT560K,Digi-key,CFF14JT560KCT-ND
RESCRFL-0071,Resistor,PTH-2.3x6mm Axial,680K,5%,1/4W,Carbon Film,Resistor 680K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT680K,Digi-key,CF14JT680KCT-ND,Yageo,CFR-25BJ-52-680K,Digi-key,680KQBK-ND,Stackpole Electronics Inc.,CFF14JT680K,Digi-key,CFF14JT680KCT-ND
RESCRFL-0072,Resistor,PTH-2.3x6mm Axial,820K,5%,1/4W,Carbon Film,Resistor 820K 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT820K,Digi-key,CF14JT820KCT-ND,Yageo,CFR-25BJ-52-820K,Digi-key,820KQBK-ND,Stackpole Electronics Inc.,CFF14JT820K,Digi-key,CFF14JT820KCT-ND
RESCRFL-0073,Resistor,PTH-2.3x6mm Axial,1.0M,5%,1/4W,Carbon Film,Resistor 1.0M 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT1M00,Digi-key,CF14JT1M00CT-ND,Yageo,CFR-25BJ-52-1M,Digi-key,1.0MQBK-ND,Stackpole Electronics Inc.,CFF14JT1M00,Digi-key,CFF14JT1M00CT-ND
RESCRFL-0074,Resistor,PTH-2.3x6mm Axial,1.2M,5%,1/4W,Carbon Film,Resistor 1.2M 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT1M20,Digi-key,CF14JT1M20CT-ND,Yageo,CFR-25BJ-52-1M2,Digi-key,1.2MQBK-ND,Stackpole Electronics Inc.,CFF14JT1M20,Digi-key,CFF14JT1M20CT-ND
RESCRFL-0075,Resistor,PTH-2.3x6mm Axial,1.5M,5%,1/4W,Carbon Film,Resistor 1.5M 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT1M50,Digi-key,CF14JT1M50CT-ND,Yageo,CFR-25BJ-52-1M5,Digi-key,1.5MQBK-ND,Stackpole Electronics Inc.,CFF14JT1M50,Digi-key,CFF14JT1M50CT-ND
RESCRFL-0076,Resistor,PTH-2.3x6mm Axial,1.8M,5%,1/4W,Carbon Film,Resistor 1.8M 5% 1/4W,Resistor,..\Schematic\Symbols.SchLib,0207/10,..\PCB\footprints.PcbLib,0207/12,..\PCB\footprints.PcbLib,0207/2V,..\PCB\footprints.PcbLib,Stackpole Electronics Inc.,CF14JT1M80,Digi-key,CF14JT1M80CT-ND,Yageo,CFR-25BJ-52-1M8,Digi-key,1.8MQBK-ND,Stackpole Electronics Inc.,CFF14JT1M80,Digi-key,CFF14JT1M80CT-ND
